Date,2mm Top/ Shorty/ Spring/ Skin,2-3/2 Springsuit--FullSuit,___3/2---4/3 Full Wetsuit  and  Boots,4/3-5/4FullSuit_Boots_Gloves_Hood,5/4FullSuit_Boots_Gloves_Hood,6/5FullSuit_Boots_Gloves_Hood,WATER_TEMP,Air-Temp
2025-08-01 00:00,64,62,58,52,43,42,58.88,63.05
2025-08-01 01:00,64,62,58,52,43,42,58.88,60.98
2025-08-01 02:00,64,62,58,52,43,42,58.88,58.0
2025-08-01 03:00,64,62,58,52,43,42,58.88,57.78
2025-08-01 04:00,64,62,58,52,43,42,58.89,59.13
2025-08-01 05:00,64,62,58,52,43,42,58.89,58.15
2025-08-01 06:00,64,62,58,52,43,42,58.89,57.05
2025-08-01 07:00,64,62,58,52,43,42,58.89,58.59
2025-08-01 08:00,64,62,58,52,43,42,58.9,60.72
2025-08-01 09:00,64,62,58,52,43,42,58.9,66.16
2025-08-01 10:00,64,62,58,52,43,42,58.89,71.21
2025-08-01 11:00,64,62,58,52,43,42,58.89,75.14
2025-08-01 12:00,64,62,58,52,43,42,58.89,79.12
2025-08-01 13:00,64,62,58,52,43,42,58.88,80.6
2025-08-01 14:00,64,62,58,52,43,42,58.87,83.6
2025-08-01 15:00,64,62,58,52,43,42,58.87,80.8
2025-08-01 16:00,64,62,58,52,43,42,58.85,82.9
2025-08-01 17:00,64,62,58,52,43,42,58.85,77.17
2025-08-01 18:00,64,62,58,52,43,42,58.84,76.46
2025-08-01 19:00,64,62,58,52,43,42,58.82,75.12
2025-08-01 20:00,64,62,58,52,43,42,58.81,73.78
2025-08-01 21:00,64,62,58,52,43,42,58.8,71.65
2025-08-01 22:00,64,62,58,52,43,42,58.8,64.95
2025-08-01 23:00,64,62,58,52,43,42,58.79,63.18
2025-08-02 00:00,64,62,58,52,43,42,58.78,60.61
2025-08-02 01:00,64,62,58,52,43,42,58.78,60.25
2025-08-02 02:00,64,62,58,52,43,42,58.78,58.82
2025-08-02 03:00,64,62,58,52,43,42,58.77,59.17
2025-08-02 04:00,64,62,58,52,43,42,58.77,56.36
2025-08-02 05:00,64,62,58,52,43,42,58.77,56.12
2025-08-02 06:00,64,62,58,52,43,42,58.77,55.71
2025-08-02 07:00,64,62,58,52,43,42,58.77,57.28
2025-08-02 08:00,64,62,58,52,43,42,58.77,62.05
2025-08-02 09:00,64,62,58,52,43,42,58.77,67.35
2025-08-02 10:00,64,62,58,52,43,42,58.76,72.91
2025-08-02 11:00,64,62,58,52,43,42,58.76,74.84
2025-08-02 12:00,64,62,58,52,43,42,58.75,76.22
2025-08-02 13:00,64,62,58,52,43,42,58.74,79.85
2025-08-02 14:00,64,62,58,52,43,42,58.73,80.8
2025-08-02 15:00,64,62,58,52,43,42,58.72,82.8
2025-08-02 16:00,64,62,58,52,43,42,58.71,84.5
2025-08-02 17:00,64,62,58,52,43,42,58.7,80.5
2025-08-02 18:00,64,62,58,52,43,42,58.68,72.3
2025-08-02 19:00,64,62,58,52,43,42,58.67,64.59
2025-08-02 20:00,64,62,58,52,43,42,58.66,64.13
2025-08-02 21:00,64,62,58,52,43,42,58.65,63.32
2025-08-02 22:00,64,62,58,52,43,42,58.64,61.38
2025-08-02 23:00,64,62,58,52,43,42,58.63,60.99
2025-08-03 00:00,64,62,58,52,43,42,58.63,59.9
2025-08-03 01:00,64,62,58,52,43,42,58.63,57.64
2025-08-03 02:00,64,62,58,52,43,42,58.63,56.09
2025-08-03 03:00,64,62,58,52,43,42,58.63,54.36
2025-08-03 04:00,64,62,58,52,43,42,58.63,53.56
2025-08-03 05:00,64,62,58,52,43,42,58.64,52.34
2025-08-03 06:00,64,62,58,52,43,42,58.65,52.06
2025-08-03 07:00,64,62,58,52,43,42,58.65,54.81
2025-08-03 08:00,64,62,58,52,43,42,58.65,57.8
2025-08-03 09:00,64,62,58,52,43,42,58.66,63.44
2025-08-03 10:00,64,62,58,52,43,42,58.66,70.55
2025-08-03 11:00,64,62,58,52,43,42,58.66,72.71
2025-08-03 12:00,64,62,58,52,43,42,58.66,74.99
2025-08-03 13:00,64,62,58,52,43,42,58.66,77.85
2025-08-03 14:00,64,62,58,52,43,42,58.66,78.05
2025-08-03 15:00,64,62,58,52,43,42,58.66,60.67
2025-08-03 16:00,64,62,58,52,43,42,58.65,60.12
2025-08-03 17:00,64,62,58,52,43,42,58.65,59.17
2025-08-03 18:00,64,62,58,52,43,42,58.64,58.47
2025-08-03 19:00,64,62,58,52,43,42,58.64,62.17
2025-08-03 20:00,64,62,58,52,43,42,58.63,63.35
2025-08-03 21:00,64,62,58,52,43,42,58.62,60.15
2025-08-03 22:00,64,62,58,52,43,42,58.61,58.12
2025-08-03 23:00,64,62,58,52,43,42,58.6,56.22
2025-08-04 00:00,64,62,58,52,43,42,58.6,56.0
2025-08-04 01:00,64,62,58,52,43,42,58.59,56.53
2025-08-04 02:00,64,62,58,52,43,42,58.59,55.1
2025-08-04 03:00,64,62,58,52,43,42,58.58,55.37
2025-08-04 04:00,64,62,58,52,43,42,58.58,52.76
2025-08-04 05:00,64,62,58,52,43,42,58.57,52.4
2025-08-04 06:00,64,62,58,52,43,42,58.57,51.38
2025-08-04 07:00,64,62,58,52,43,42,58.56,50.7
2025-08-04 08:00,64,62,58,52,43,42,58.56,56.4
2025-08-04 09:00,64,62,58,52,43,42,58.55,60.4
2025-08-04 10:00,64,62,58,52,43,42,58.54,64.97
2025-08-04 11:00,64,62,58,52,43,42,58.53,65.85
2025-08-04 12:00,64,62,58,52,43,42,58.52,70.32
2025-08-04 13:00,64,62,58,52,43,42,58.51,71.04
2025-08-04 14:00,64,62,58,52,43,42,58.5,73.58
2025-08-04 15:00,64,62,58,52,43,42,58.49,74.82
2025-08-04 16:00,64,62,58,52,43,42,58.48,75.35
2025-08-04 17:00,64,62,58,52,43,42,58.47,74.74
2025-08-04 18:00,64,62,58,52,43,42,58.45,72.92
2025-08-04 19:00,64,62,58,52,43,42,58.44,71.11
2025-08-04 20:00,64,62,58,52,43,42,58.43,67.86
2025-08-04 21:00,64,62,58,52,43,42,58.41,63.82
2025-08-04 22:00,64,62,58,52,43,42,58.41,59.16
2025-08-04 23:00,64,62,58,52,43,42,58.4,57.23
2025-08-05 00:00,64,62,58,52,43,42,58.4,55.57
2025-08-05 01:00,64,62,58,52,43,42,58.39,53.5
2025-08-05 02:00,64,62,58,52,43,42,58.39,54.32
2025-08-05 03:00,64,62,58,52,43,42,58.39,54.29
2025-08-05 04:00,64,62,58,52,43,42,58.39,52.94
2025-08-05 05:00,64,62,58,52,43,42,58.4,53.07
2025-08-05 06:00,64,62,58,52,43,42,58.4,52.02
2025-08-05 07:00,64,62,58,52,43,42,58.4,52.82
2025-08-05 08:00,64,62,58,52,43,42,58.4,56.51
2025-08-05 09:00,64,62,58,52,43,42,58.4,59.63
2025-08-05 10:00,64,62,58,52,43,42,58.4,64.07
2025-08-05 11:00,64,62,58,52,43,42,58.4,69.52
2025-08-05 12:00,64,62,58,52,43,42,58.4,73.4
2025-08-05 13:00,64,62,58,52,43,42,58.39,77.14
2025-08-05 14:00,64,62,58,52,43,42,58.38,78.03
2025-08-05 15:00,64,62,58,52,43,42,58.37,78.78
2025-08-05 16:00,64,62,58,52,43,42,58.36,81.2
2025-08-05 17:00,64,62,58,52,43,42,58.35,78.94
2025-08-05 18:00,64,62,58,52,43,42,58.33,76.94
2025-08-05 19:00,64,62,58,52,43,42,58.32,74.43
2025-08-05 20:00,64,62,58,52,43,42,58.31,71.02
2025-08-05 21:00,64,62,58,52,43,42,58.3,67.94
2025-08-05 22:00,64,62,58,52,43,42,58.29,63.06
2025-08-05 23:00,64,62,58,52,43,42,58.28,61.48
2025-08-06 00:00,64,62,58,52,43,42,58.27,58.74
2025-08-06 01:00,64,62,58,52,43,42,58.27,56.14
2025-08-06 02:00,64,62,58,52,43,42,58.26,54.62
2025-08-06 03:00,64,62,58,52,43,42,58.27,56.82
2025-08-06 04:00,64,62,58,52,43,42,58.27,57.11
2025-08-06 05:00,64,62,58,52,43,42,58.27,56.93
2025-08-06 06:00,64,62,58,52,43,42,58.27,55.69
2025-08-06 07:00,64,62,58,52,43,42,58.28,55.68
2025-08-06 08:00,64,62,58,52,43,42,58.28,55.42
2025-08-06 09:00,64,62,58,52,43,42,58.28,58.97
2025-08-06 10:00,64,62,58,52,43,42,58.29,65.01
2025-08-06 11:00,64,62,58,52,43,42,58.29,67.31
2025-08-06 12:00,64,62,58,52,43,42,58.29,70.23
2025-08-06 13:00,64,62,58,52,43,42,58.29,70.38
2025-08-06 14:00,64,62,58,52,43,42,58.29,72.73
2025-08-06 15:00,64,62,58,52,43,42,58.28,71.68
2025-08-06 16:00,64,62,58,52,43,42,58.28,71.1
2025-08-06 17:00,64,62,58,52,43,42,58.27,70.4
2025-08-06 18:00,64,62,58,52,43,42,58.27,69.26
2025-08-06 19:00,64,62,58,52,43,42,58.26,68.2
2025-08-06 20:00,64,62,58,52,43,42,58.25,65.91
2025-08-06 21:00,64,62,58,52,43,42,58.25,64.35
2025-08-06 22:00,64,62,58,52,43,42,58.24,63.37
2025-08-06 23:00,64,62,58,52,43,42,58.24,61.94
2025-08-07 00:00,64,62,58,52,43,42,58.24,59.92
2025-08-07 01:00,64,62,58,52,43,42,58.24,57.98
2025-08-07 02:00,64,62,58,52,43,42,58.23,56.89
2025-08-07 03:00,64,62,58,52,43,42,58.23,54.35
2025-08-07 04:00,64,62,58,52,43,42,58.23,53.16
2025-08-07 05:00,64,62,58,52,43,42,58.23,52.36
2025-08-07 06:00,64,62,58,52,43,42,58.23,50.98
2025-08-07 07:00,64,62,58,52,43,42,58.23,54.06
2025-08-07 08:00,64,62,58,52,43,42,58.22,60.8
2025-08-07 09:00,64,62,58,52,43,42,58.22,64.09
2025-08-07 10:00,64,62,58,52,43,42,58.22,66.58
2025-08-07 11:00,64,62,58,52,43,42,58.2,69.23
2025-08-07 12:00,64,62,58,52,43,42,58.21,71.93
2025-08-07 13:00,64,62,58,52,43,42,58.2,71.9
2025-08-07 14:00,64,62,58,52,43,42,58.2,71.43
2025-08-07 15:00,64,62,58,52,43,42,58.19,71.81
2025-08-07 16:00,64,62,58,52,43,42,58.18,72.27
2025-08-07 17:00,64,62,58,52,43,42,58.17,72.43
2025-08-07 18:00,64,62,58,52,43,42,58.16,70.59
2025-08-07 19:00,64,62,58,52,43,42,58.15,67.91
2025-08-07 20:00,64,62,58,52,43,42,58.15,64.25
2025-08-07 21:00,64,62,58,52,43,42,58.14,61.21
2025-08-07 22:00,64,62,58,52,43,42,58.14,57.99
2025-08-07 23:00,64,62,58,52,43,42,58.13,55.27
2025-08-08 00:00,64,62,58,52,43,42,58.13,52.62
2025-08-08 01:00,64,62,58,52,43,42,58.13,49.67
2025-08-08 02:00,64,62,58,52,43,42,58.13,47.13
2025-08-08 03:00,64,62,58,52,43,42,58.14,45.11
2025-08-08 04:00,64,62,58,52,43,42,58.14,43.26
2025-08-08 05:00,64,62,58,52,43,42,58.14,43.56
2025-08-08 06:00,64,62,58,52,43,42,58.15,42.69
2025-08-08 07:00,64,62,58,52,43,42,58.15,45.27
2025-08-08 08:00,64,62,58,52,43,42,58.15,50.18
2025-08-08 09:00,64,62,58,52,43,42,58.15,56.24
2025-08-08 10:00,64,62,58,52,43,42,58.15,62.0
2025-08-08 11:00,64,62,58,52,43,42,58.15,67.35
2025-08-08 12:00,64,62,58,52,43,42,58.15,71.14
2025-08-08 13:00,64,62,58,52,43,42,58.14,73.92
2025-08-08 14:00,64,62,58,52,43,42,58.14,75.41
2025-08-08 15:00,64,62,58,52,43,42,58.13,77.45
2025-08-08 16:00,64,62,58,52,43,42,58.12,77.79
2025-08-08 17:00,64,62,58,52,43,42,58.11,77.65
2025-08-08 18:00,64,62,58,52,43,42,58.1,77.53
2025-08-08 19:00,64,62,58,52,43,42,58.08,76.3
2025-08-08 20:00,64,62,58,52,43,42,58.07,73.33
2025-08-08 21:00,64,62,58,52,43,42,58.06,67.52
2025-08-08 22:00,64,62,58,52,43,42,58.06,62.6
2025-08-08 23:00,64,62,58,52,43,42,58.05,59.55
2025-08-09 00:00,64,62,58,52,43,42,58.04,57.22
2025-08-09 01:00,64,62,58,52,43,42,58.04,54.7
2025-08-09 02:00,64,62,58,52,43,42,58.04,53.5
2025-08-09 03:00,64,62,58,52,43,42,58.04,51.42
2025-08-09 04:00,64,62,58,52,43,42,58.05,50.85
2025-08-09 05:00,64,62,58,52,43,42,58.05,48.68
2025-08-09 06:00,64,62,58,52,43,42,58.06,49.83
2025-08-09 07:00,64,62,58,52,43,42,58.07,53.61
2025-08-09 08:00,64,62,58,52,43,42,58.07,57.04
2025-08-09 09:00,64,62,58,52,43,42,58.08,62.98
2025-08-09 10:00,64,62,58,52,43,42,58.08,70.4
2025-08-09 11:00,64,62,58,52,43,42,58.08,75.13
2025-08-09 12:00,64,62,58,52,43,42,58.08,76.04
2025-08-09 13:00,64,62,58,52,43,42,58.08,78.23
2025-08-09 14:00,64,62,58,52,43,42,58.08,80.8
2025-08-09 15:00,64,62,58,52,43,42,58.08,81.5
2025-08-09 16:00,64,62,58,52,43,42,58.07,82.5
2025-08-09 17:00,64,62,58,52,43,42,58.07,82.1
2025-08-09 18:00,64,62,58,52,43,42,58.06,81.3
2025-08-09 19:00,64,62,58,52,43,42,58.05,79.98
2025-08-09 20:00,64,62,58,52,43,42,58.05,76.92
2025-08-09 21:00,64,62,58,52,43,42,58.04,71.87
2025-08-09 22:00,64,62,58,52,43,42,58.04,65.93
2025-08-09 23:00,64,62,58,52,43,42,58.03,61.33
2025-08-10 00:00,64,62,58,52,43,42,58.03,59.5
2025-08-10 01:00,64,62,58,52,43,42,58.04,58.85
2025-08-10 02:00,64,62,58,52,43,42,58.04,56.16
2025-08-10 03:00,64,62,58,52,43,42,58.05,54.68
2025-08-10 04:00,64,62,58,52,43,42,58.05,54.41
2025-08-10 05:00,64,62,58,52,43,42,58.06,53.59
2025-08-10 06:00,64,62,58,52,43,42,58.07,52.71
2025-08-10 07:00,64,62,58,52,43,42,58.08,54.38
2025-08-10 08:00,64,62,58,52,43,42,58.09,62.43
2025-08-10 09:00,64,62,58,52,43,42,58.1,71.75
2025-08-10 10:00,64,62,58,52,43,42,58.1,76.74
2025-08-10 11:00,64,62,58,52,43,42,58.11,78.89
2025-08-10 12:00,64,62,58,52,43,42,58.11,81.7
2025-08-10 13:00,64,62,58,52,43,42,58.11,84.8
2025-08-10 14:00,64,62,58,52,43,42,58.12,87.4
2025-08-10 15:00,64,62,58,52,43,42,58.11,87.2
2025-08-10 16:00,64,62,58,52,43,42,58.11,88.0
2025-08-10 17:00,64,62,58,52,43,42,58.11,87.7
2025-08-10 18:00,64,62,58,52,43,42,58.11,87.1
2025-08-10 19:00,64,62,58,52,43,42,58.1,85.6
2025-08-10 20:00,64,62,58,52,43,42,58.11,81.9
2025-08-10 21:00,64,62,58,52,43,42,58.1,76.51
2025-08-10 22:00,64,62,58,52,43,42,58.1,70.14
2025-08-10 23:00,64,62,58,52,43,42,58.1,69.65
2025-08-11 00:00,64,62,58,52,43,42,58.11,65.61
2025-08-11 01:00,64,62,58,52,43,42,58.11,64.05
2025-08-11 02:00,64,62,58,52,43,42,58.12,62.03
2025-08-11 03:00,64,62,58,52,43,42,58.14,60.37
2025-08-11 04:00,64,62,58,52,43,42,58.15,58.51
2025-08-11 05:00,64,62,58,52,43,42,58.16,59.25
2025-08-11 06:00,64,62,58,52,43,42,58.18,60.64
2025-08-11 07:00,64,62,58,52,43,42,58.19,62.73
2025-08-11 08:00,64,62,58,52,43,42,58.21,67.61
2025-08-11 09:00,64,62,58,52,43,42,58.22,73.16
2025-08-11 10:00,64,62,58,52,43,42,58.23,80.7
2025-08-11 11:00,64,62,58,52,43,42,58.24,86.0
2025-08-11 12:00,64,62,58,52,43,42,58.25,90.3
2025-08-11 13:00,64,62,58,52,43,42,58.26,91.4
2025-08-11 14:00,64,62,58,52,43,42,58.26,92.1
2025-08-11 15:00,64,62,58,52,43,42,58.27,93.2
2025-08-11 16:00,64,62,58,52,43,42,58.27,93.9
2025-08-11 17:00,64,62,58,52,43,42,58.28,93.6
2025-08-11 18:00,64,62,58,52,43,42,58.28,92.0
2025-08-11 19:00,64,62,58,52,43,42,58.28,90.8
2025-08-11 20:00,64,62,58,52,43,42,58.29,87.6
2025-08-11 21:00,64,62,58,52,43,42,58.29,83.3
2025-08-11 22:00,64,62,58,52,43,42,58.3,74.19
2025-08-11 23:00,64,62,58,52,43,42,58.3,72.93
2025-08-12 00:00,64,62,58,52,43,42,58.32,70.37
2025-08-12 01:00,64,62,58,52,43,42,58.33,68.12
2025-08-12 02:00,64,62,58,52,43,42,58.35,66.72
2025-08-12 03:00,64,62,58,52,43,42,58.37,63.94
2025-08-12 04:00,64,62,58,52,43,42,58.39,61.86
2025-08-12 05:00,64,62,58,52,43,42,58.41,60.43
2025-08-12 06:00,64,62,58,52,43,42,58.43,59.92
2025-08-12 07:00,64,62,58,52,43,42,58.45,63.0
2025-08-12 08:00,64,62,58,52,43,42,58.47,67.27
2025-08-12 09:00,64,62,58,52,43,42,58.49,74.05
2025-08-12 10:00,64,62,58,52,43,42,58.51,81.7
2025-08-12 11:00,64,62,58,52,43,42,58.53,83.8
2025-08-12 12:00,64,62,58,52,43,42,58.54,87.0
2025-08-12 13:00,64,62,58,52,43,42,58.56,88.5
2025-08-12 14:00,64,62,58,52,43,42,58.57,90.2
2025-08-12 15:00,64,62,58,52,43,42,58.58,90.9
2025-08-12 16:00,64,62,58,52,43,42,58.59,92.3
2025-08-12 17:00,64,62,58,52,43,42,58.6,91.1
2025-08-12 18:00,64,62,58,52,43,42,58.61,89.9
2025-08-12 19:00,64,62,58,52,43,42,58.61,87.0
2025-08-12 20:00,64,62,58,52,43,42,58.62,83.6
2025-08-12 21:00,64,62,58,52,43,42,58.63,79.38
2025-08-12 22:00,64,62,58,52,43,42,58.64,74.22
2025-08-12 23:00,64,62,58,52,43,42,58.66,68.64
2025-08-13 00:00,64,62,58,52,43,42,58.67,64.71
2025-08-13 01:00,64,62,58,52,43,42,58.69,62.83
2025-08-13 02:00,64,62,58,52,43,42,58.71,60.11
2025-08-13 03:00,64,62,58,52,43,42,58.73,59.32
2025-08-13 04:00,64,62,58,52,43,42,58.75,57.76
2025-08-13 05:00,64,62,58,52,43,42,58.77,57.13
2025-08-13 06:00,64,62,58,52,43,42,58.8,56.97
2025-08-13 07:00,64,62,58,52,43,42,58.82,62.13
2025-08-13 08:00,64,62,58,52,43,42,58.84,66.51
2025-08-13 09:00,64,62,58,52,43,42,58.86,72.47
2025-08-13 10:00,64,62,58,52,43,42,58.88,75.32
2025-08-13 11:00,64,62,58,52,43,42,58.9,82.2
2025-08-13 12:00,64,62,58,52,43,42,58.91,83.0
2025-08-13 13:00,64,62,58,52,43,42,58.92,85.3
2025-08-13 14:00,64,62,58,52,43,42,58.93,85.8
2025-08-13 15:00,64,62,58,52,43,42,58.94,86.3
2025-08-13 16:00,64,62,58,52,43,42,58.95,86.7
2025-08-13 17:00,64,62,58,52,43,42,58.96,86.6
2025-08-13 18:00,64,62,58,52,43,42,58.96,84.2
2025-08-13 19:00,64,62,58,52,43,42,58.97,81.6
2025-08-13 20:00,64,62,58,52,43,42,58.97,76.73
2025-08-13 21:00,64,62,58,52,43,42,58.98,71.82
2025-08-13 22:00,64,62,58,52,43,42,58.99,66.91
2025-08-13 23:00,64,62,58,52,43,42,58.99,67.24
2025-08-14 00:00,64,62,58,52,43,42,59.01,65.69
2025-08-14 01:00,64,62,58,52,43,42,59.02,64.08
2025-08-14 02:00,64,62,58,52,43,42,59.03,63.33
2025-08-14 03:00,64,62,58,52,43,42,59.05,62.29
2025-08-14 04:00,64,62,58,52,43,42,59.07,59.95
2025-08-14 05:00,64,62,58,52,43,42,59.08,58.09
2025-08-14 06:00,64,62,58,52,43,42,59.1,57.47
2025-08-14 07:00,64,62,58,52,43,42,59.11,58.17
2025-08-14 08:00,64,62,58,52,43,42,59.13,61.06
2025-08-14 09:00,64,62,58,52,43,42,59.14,64.12
2025-08-14 10:00,64,62,58,52,43,42,59.16,70.12
2025-08-14 11:00,64,62,58,52,43,42,59.17,70.96
2025-08-14 12:00,64,62,58,52,43,42,59.17,74.22
2025-08-14 13:00,64,62,58,52,43,42,59.18,75.53
2025-08-14 14:00,64,62,58,52,43,42,59.18,78.72
2025-08-14 15:00,64,62,58,52,43,42,59.18,78.83
2025-08-14 16:00,64,62,58,52,43,42,59.19,78.39
2025-08-14 17:00,64,62,58,52,43,42,59.18,76.48
2025-08-14 18:00,64,62,58,52,43,42,59.18,75.29
2025-08-14 19:00,64,62,58,52,43,42,59.18,73.18
2025-08-14 20:00,64,62,58,52,43,42,59.18,68.86
2025-08-14 21:00,64,62,58,52,43,42,59.18,66.44
2025-08-14 22:00,64,62,58,52,43,42,59.18,65.42
2025-08-14 23:00,64,62,58,52,43,42,59.18,63.02
2025-08-15 00:00,64,62,58,52,43,42,59.18,59.85
2025-08-15 01:00,64,62,58,52,43,42,59.19,57.19
2025-08-15 02:00,64,62,58,52,43,42,59.19,55.69
2025-08-15 03:00,64,62,58,52,43,42,59.2,55.01
2025-08-15 04:00,64,62,58,52,43,42,59.21,57.83
2025-08-15 05:00,64,62,58,52,43,42,59.22,58.27
2025-08-15 06:00,64,62,58,52,43,42,59.23,58.1
2025-08-15 07:00,64,62,58,52,43,42,59.23,58.74
2025-08-15 08:00,64,62,58,52,43,42,59.24,61.0
2025-08-15 09:00,64,62,58,52,43,42,59.25,65.18
2025-08-15 10:00,64,62,58,52,43,42,59.25,67.88
2025-08-15 11:00,64,62,58,52,43,42,59.25,71.39
2025-08-15 12:00,64,62,58,52,43,42,59.25,74.91
2025-08-15 13:00,64,62,58,52,43,42,59.25,76.6
2025-08-15 14:00,64,62,58,52,43,42,59.25,78.49
2025-08-15 15:00,64,62,58,52,43,42,59.24,78.69
2025-08-15 16:00,64,62,58,52,43,42,59.24,80.2
2025-08-15 17:00,64,62,58,52,43,42,59.23,76.04
2025-08-15 18:00,64,62,58,52,43,42,59.22,74.45
2025-08-15 19:00,64,62,58,52,43,42,59.21,71.79
2025-08-15 20:00,64,62,58,52,43,42,59.2,69.7
2025-08-15 21:00,64,62,58,52,43,42,59.2,68.11
2025-08-15 22:00,64,62,58,52,43,42,59.19,65.27
2025-08-15 23:00,64,62,58,52,43,42,59.19,65.55
2025-08-16 00:00,64,62,58,52,43,42,59.19,65.21
2025-08-16 01:00,64,62,58,52,43,42,59.18,64.73
2025-08-16 02:00,64,62,58,52,43,42,59.19,64.84
2025-08-16 03:00,64,62,58,52,43,42,59.19,64.26
2025-08-16 04:00,64,62,58,52,43,42,59.19,64.09
2025-08-16 05:00,64,62,58,52,43,42,59.2,63.53
2025-08-16 06:00,64,62,58,52,43,42,59.2,60.44
2025-08-16 07:00,64,62,58,52,43,42,59.21,58.82
2025-08-16 08:00,64,62,58,52,43,42,59.21,60.17
2025-08-16 09:00,64,62,58,52,43,42,59.21,60.78
2025-08-16 10:00,64,62,58,52,43,42,59.21,64.01
2025-08-16 11:00,64,62,58,52,43,42,59.21,67.45
2025-08-16 12:00,64,62,58,52,43,42,59.2,70.11
2025-08-16 13:00,64,62,58,52,43,42,59.19,73.6
2025-08-16 14:00,64,62,58,52,43,42,59.19,74.5
2025-08-16 15:00,64,62,58,52,43,42,59.18,73.18
2025-08-16 16:00,64,62,58,52,43,42,59.17,74.33
2025-08-16 17:00,64,62,58,52,43,42,59.16,72.33
2025-08-16 18:00,64,62,58,52,43,42,59.15,65.06
2025-08-16 19:00,64,62,58,52,43,42,59.14,66.33
2025-08-16 20:00,64,62,58,52,43,42,59.13,64.81
2025-08-16 21:00,64,62,58,52,43,42,59.13,63.77
2025-08-16 22:00,64,62,58,52,43,42,59.13,62.15
2025-08-16 23:00,64,62,58,52,43,42,59.13,59.21
2025-08-17 00:00,64,62,58,52,43,42,59.13,57.42
2025-08-17 01:00,64,62,58,52,43,42,59.13,55.46
2025-08-17 02:00,64,62,58,52,43,42,59.13,54.32
2025-08-17 03:00,64,62,58,52,43,42,59.14,53.45
2025-08-17 04:00,64,62,58,52,43,42,59.14,53.11
2025-08-17 05:00,64,62,58,52,43,42,59.14,51.73
2025-08-17 06:00,64,62,58,52,43,42,59.14,49.87
2025-08-17 07:00,64,62,58,52,43,42,59.14,50.59
2025-08-17 08:00,64,62,58,52,43,42,59.14,55.18
2025-08-17 09:00,64,62,58,52,43,42,59.14,59.41
2025-08-17 10:00,64,62,58,52,43,42,59.13,65.06
2025-08-17 11:00,64,62,58,52,43,42,59.12,68.85
2025-08-17 12:00,64,62,58,52,43,42,59.11,72.04
2025-08-17 13:00,64,62,58,52,43,42,59.1,73.91
2025-08-17 14:00,64,62,58,52,43,42,59.09,76.55
2025-08-17 15:00,64,62,58,52,43,42,59.08,77.9
2025-08-17 16:00,64,62,58,52,43,42,59.06,77.73
2025-08-17 17:00,64,62,58,52,43,42,59.05,78.63
2025-08-17 18:00,64,62,58,52,43,42,59.03,76.17
2025-08-17 19:00,64,62,58,52,43,42,59.02,73.89
2025-08-17 20:00,64,62,58,52,43,42,59.01,69.64
2025-08-17 21:00,64,62,58,52,43,42,59.01,66.35
2025-08-17 22:00,64,62,58,52,43,42,59.0,63.5
2025-08-17 23:00,64,62,58,52,43,42,59.0,61.51
2025-08-18 00:00,64,62,58,52,43,42,59.0,60.72
2025-08-18 01:00,64,62,58,52,43,42,59.0,58.35
2025-08-18 02:00,64,62,58,52,43,42,59.01,57.03
2025-08-18 03:00,64,62,58,52,43,42,59.01,56.51
2025-08-18 04:00,64,62,58,52,43,42,59.02,56.12
2025-08-18 05:00,64,62,58,52,43,42,59.02,55.39
2025-08-18 06:00,64,62,58,52,43,42,59.02,53.89
2025-08-18 07:00,64,62,58,52,43,42,59.03,55.64
2025-08-18 08:00,64,62,58,52,43,42,59.03,60.18
2025-08-18 09:00,64,62,58,52,43,42,59.03,64.37
2025-08-18 10:00,64,62,58,52,43,42,59.03,67.48
2025-08-18 11:00,64,62,58,52,43,42,59.02,71.55
2025-08-18 12:00,64,62,58,52,43,42,59.02,74.1
2025-08-18 13:00,64,62,58,52,43,42,59.01,76.67
2025-08-18 14:00,64,62,58,52,43,42,59.0,79.32
2025-08-18 15:00,64,62,58,52,43,42,58.99,80.8
2025-08-18 16:00,64,62,58,52,43,42,58.98,80.0
2025-08-18 17:00,64,62,58,52,43,42,58.97,75.52
2025-08-18 18:00,64,62,58,52,43,42,58.96,72.54
2025-08-18 19:00,64,62,58,52,43,42,58.95,70.76
2025-08-18 20:00,64,62,58,52,43,42,58.95,68.57
2025-08-18 21:00,64,62,58,52,43,42,58.94,65.15
2025-08-18 22:00,64,62,58,52,43,42,58.94,61.53
2025-08-18 23:00,64,62,58,52,43,42,58.94,59.15
2025-08-19 00:00,64,62,58,52,43,42,58.95,58.35
2025-08-19 01:00,64,62,58,52,43,42,58.96,55.05
2025-08-19 02:00,64,62,58,52,43,42,58.96,53.37
2025-08-19 03:00,64,62,58,52,43,42,58.97,52.17
2025-08-19 04:00,64,62,58,52,43,42,58.98,50.61
2025-08-19 05:00,64,62,58,52,43,42,58.99,50.16
2025-08-19 06:00,64,62,58,52,43,42,59.0,48.89
2025-08-19 07:00,64,62,58,52,43,42,59.0,50.12
2025-08-19 08:00,64,62,58,52,43,42,59.01,57.04
2025-08-19 09:00,64,62,58,52,43,42,59.01,61.96
2025-08-19 10:00,64,62,58,52,43,42,59.01,65.69
2025-08-19 11:00,64,62,58,52,43,42,59.0,71.45
2025-08-19 12:00,64,62,58,52,43,42,59.0,72.26
2025-08-19 13:00,64,62,58,52,43,42,58.99,75.71
